step,train_loss,val_loss
14301,0.032459524,0.173773885
14401,0.067048401,0.030466586
14501,0.022639165,0.05790022
14601,0.053331375,0.059765548
14701,0.053666931,0.067869328
14801,0.095297873,0.049444526
14901,0.096086405,0.199299723
15001,0.046961352,0.106764048
15101,0.029164063,0.038741063
15201,0.050696917,0.029723089
15301,0.031848423,0.03348688
15401,0.026804984,0.058142733
15501,0.067869455,0.071717054
15601,0.044002779,0.044359293
15701,0.063695326,0.200820774
15801,0.058479164,0.06781809
15901,0.030518012,0.03876543
16001,0.062124114,0.044561833
16101,0.055719905,0.17439872
16201,0.07894133,0.060545661
16301,0.085748263,0.03481273
16401,0.055223282,0.124943599
16501,0.053926457,0.118041992
16601,0.045748483,0.079100728
16701,0.052133076,0.022449942
16801,0.02088286,0.165014461
16901,0.041577991,0.063598514
17001,0.117929026,0.048281353
17101,0.072699398,0.027172856
17201,0.032364924,0.236873537
17301,0.069504328,0.032578383
17401,0.028459489,0.049944554
17501,0.029999975,0.017186001
17601,0.038782138,0.068947114
17701,0.019147258,0.031399913
17801,0.06378445,0.140221596
17901,0.013643586,0.175853997
18001,0.057473473,0.057180665
18101,0.032152068,0.03022326
18201,0.015506169,0.021720711
18301,0.031033779,0.297365695
18401,0.018018041,0.04466809
18501,0.026359608,0.016911184
18601,0.024804598,0.092972688
18701,0.019759241,0.086074613
18801,0.031823162,0.042112108
18901,0.012299652,0.015314842
19001,0.013780538,0.033519264
19101,0.026389161,0.178481251
19201,0.020565061,0.057628542
19301,0.020356027,0.335019767
19401,0.017468821,0.012667632
19501,0.012095999,0.122306615
19601,0.015517658,0.068086579
19701,0.010247774,0.015973389
19801,0.010137679,0.021901388
19901,0.014591285,0.044650942
20001,0.012062225,0.015917508
20101,0.012834946,0.091816895
20201,0.016436528,0.156602234
20301,0.007892917,0.015481898
20401,0.007096328,0.265486598
20501,0.009867044,0.020468302
20601,0.013956458,0.0977301
20701,0.012121714,0.047546916
20801,0.014208295,0.141910717
20901,0.008380494,0.280385494
21001,0.010930757,0.042177644
21101,0.007817617,0.02409829
21201,0.007962979,0.023775497
21301,0.013304692,0.016763672
21401,0.006942384,0.068104737
21501,0.019210583,0.203711465
21601,0.014657401,0.635352612
21701,0.006148099,0.036878895
21801,0.016545782,0.46259585
21901,0.008075128,0.041254368
22001,0.007553518,0.17313908
22101,0.008506653,0.03524169
22201,0.012790273,0.039033368
22301,0.011465319,0.04824505
22401,0.015098654,0.030335397
22501,0.012276585,0.403608322
22601,0.015165727,0.075706057
22701,0.01019762,0.033179123
22801,0.013832839,0.147393197
22901,0.007650792,1.084877849
23001,0.009602481,0.012589867
23101,0.008463367,0.054622222
23201,0.005768561,0.02919599
23301,0.006052856,0.254581183
23401,0.010770545,0.037010696
23501,0.007774238,0.078599125
23601,0.008937164,0.054514997
23701,0.010872978,0.058298998
23801,0.009633611,0.447000146
23901,0.01297333,0.029955525
24001,0.007072202,0.153395399
24101,0.009792569,0.012695956
24201,0.007363385,0.591606617
24301,0.059701256,0.160215095
24401,0.007542334,0.044404186
24501,0.011117821,1.069519997
24601,0.008253567,0.034651652
24701,0.008367843,0.011236806
24801,0.014600989,0.053253617
24901,0.006979237,0.50078702
25001,0.007172002,0.105113365
25101,0.00570796,0.067236416
25201,0.007134578,0.026676469
25301,0.00842035,0.084144689
25401,0.00781606,0.017274676
25501,0.004919559,0.049997922
25601,0.008978547,0.123279244
25701,0.005962971,0.168475464
25801,0.013310969,0.456871986
25901,0.007297457,0.014861902
26001,0.005582889,0.026447488
26101,0.007825789,0.184946626
26201,0.008913956,0.063957892
26301,0.014255104,0.750292361
26401,0.007635217,0.097620942
26501,0.006754593,0.060136028
26601,0.017928524,0.023141582
26701,0.006020811,0.28959322
26801,0.005042014,0.050194126
26901,0.006341545,0.040871277
27001,0.015983041,0.014212451
27101,0.02331179,0.035821531
27201,0.007824006,0.00909772
27301,0.019146362,0.03028734
27401,0.00592836,0.044937558
27501,0.006319857,0.172313601
27601,0.008198088,0.014758131
27701,0.008949121,0.35918048
27801,0.01473673,0.577025831
27901,0.008986458,0.393164724
